AR_NUMBER,AR_PRIORITY,AR_SEVERITY,PRIORITY_SEVERITY,CONCAT_TEXT_FOR_WKS
388214,NCAQ,4,NCAQ:4,rfw pa speed maximum allow bias rfw pa speed bias raise slightly direct odmi rfw pb pump axial thrust displacement rfw vbi xe pb channel indicate mil action level odmi bias adjustment procedural guidance arp step sop rft start allow maximum speed deviation rpm flowrate not exceed gpm rfw pa speed raise rpm total bias rpm rfw pb rfw pa flowrate maximum gpm indicate rfw fia no change rfw pb pump axial thrust note also rfw pb axial thrust steady mil e not degrade referenced odmi issue new guidance action mil previous action notify crs mil action adjust bias require additional procedural guidance lower rx power notify crs shift manager
396371,NCAQ,3,NCAQ:3,ppm require procedure enhancement ppm require procedure enhancement section sixth step list initiate condition report
386072,CAQ,D,CAQ:D,lcs completion time exceed prm sr cr write satisfy lcs e failure restore reactor building elevated release radiation monitoring system noble gas ai function within required day per lcs c performance wo prm sr not able restore issue document cr prm sr declare non functional associated lcs odcm action statement enter investigation identify corrupt file prevent system restart obtain backup software identify additional software need properly load backup copy onto flash card additional information document cr engineering work information service obtain additional software allow load backup get rid corrupt file complete restoration system follow issue track plant concern list expect completion date repair cr write meet required action lcs e
392412,NCAQ,3,NCAQ:3,unable perform wo write unable perform wo due valve lineup issue need revise work order step need revision keep cn v close removal tc additionally question use sop cn cont inerting manipulate cn v require n ing majority procedure include multiple prerequisite error likely situation discuss ops supervisor write cr conflict work instruction procedure resolve no furthering action require
400325,NCAQ,3,NCAQ:3,respiratory protection inventory gap washington administrative code chapter require emergency respirator inspection document use serial number identify information currently respirator mask inspect monthly serial number large portion not work package use perform task direct identifier section mark n serial number not present not appear compliance intent code ensure individual verify specific mask inspect discuss health physics staff
391150,NCAQ,4,NCAQ:4,program stall fault sci mux orb remove astromed sci mux orb wr observe sci mux orb program stall fault fault message check clear per arp program stall fault recieve sci mux orb fault clear sci mux orb replace mux associate tmu rms vb cid mux write cr generate wr replace mux
388557,CAQ,C,CAQ:C,receive slc tank high level alarm receive slc tank high level alarm slc tank level take prompt level increase great gallon local indication also elevate approximately gallon bubbler flow rate scfm follow arp
395384,NCAQ,4,NCAQ:4,high crd suction filter p p crd suction filter p high alarm receive mcr eo dispatch find crd dpis psid alarm psid swap crd fub request cleaning changout crd fua swap crd fub rb
386371,NCAQ,4,NCAQ:4,overhead lights og fub overhead light offgas pre filter b vestibule rw elevation almost completely light flicker visibility room minimal non essential lightingoverhead light fub cubicle radwaste elevation
392171,CAQ,D,CAQ:D,debris sw pond two small clear piece plastci float sw pond initiate crsw pond
395797,CAQ,D,CAQ:D,lefm system go failure begin wo lefm system status screen main control room go back forth check failure approx min check sec failure rfw cab fe fe system exhibit behavior event screen cpu indicate loop throw auflatness ratio highau alarm put feedwater failure mode notified engineer supervisor ops write cr
393246,NCAQ,3,NCAQ:3,bs va bonnet steam cut disassemble valve body bonnet steam leak find pinched gasket bonnet gasket sealing surface erode bonnet replace valve cut replace see edms photo contacted component manager returned wo
391202,CAQ,C,CAQ:C,nrc question road closure use rad shipment region iv nrc staff question two rad shipment make shipment shipment contained rwcu resin ship burial site shipping log paperwork shipment note dot regulation not apply due road close not enter public roadway shipment nrc staff question applicability cfr b shipment rpm licensing notify issue result severity level iv violation cfr b ship type b material type container accordance dot shipping standard without prior nrc approval no cca due age issue
387060,NCAQ,4,NCAQ:4,door handle tghvaca break door handle east side access door turbine building hvac control panel break hold nail turbine build west side tghvaca
390082,CAQ,D,CAQ:D,fp pr not record fp header pressure fp pr not record fp header pressure ink cartridge need replace andor need adjust notified crsfp pr
392120,NCAQ,4,NCAQ:4,pma fn belt need replace part pm check pma ac identify belt warrant replacement pma fn recommend belt replacement via wr unit currently tag maintenance conjunction wo generated cr contact control room pursue wr add exist clearance pm work order
388267,NCAQ,4,NCAQ:4,support unavailable due no qualified worker site security initiate compensatory measure hour due cctv become inop weekend maintenance supervisor work week manager notify due lack resource qualified worker site camera not repair pi hour accumulate maintenance supervisor wwm try call support compensatory measure initiate security supervision shift manager notifiedcctv locate ids zone
384973,NCAQ,4,NCAQ:4,yellow barrell abn rx move storage area yellow barrel contain hose abn fpc loss move due amount water leak roa hvac unit puddle floor vicinity barrel normally stage water currently leak hvac unit airwash however also occur heating steam service fall winter need new floor mark area barrel relocate redirect water floor inform supervisoryellow barrell abn rx move storage area
388403,CAQ,D,CAQ:D,cw blowdown flow rate less actual local indication gpm vice gpm actual sample not representatvie actual blowdown rate may not meet remp requirement cbd fia mcr also downscale suggest cbd ft may fail find fix placed cbd sr time iaw mcr direction caution tag place write
393050,NCAQ,4,NCAQ:4,pwc sew reduce flow left side eye wash pwc sew reduce flow left side eye wash possible foreign material inside sprayer reduce flow eyewash still functional reduce flow one side notify mcr
395404,NCAQ,4,NCAQ:4,tg te bma indicate degf main turbine bear no thermocouple tg te bma indicate degf prior r indicate normally see computer point tg te bmb bear no thermocouple indicate normally degf
398559,NCAQ,3,NCAQ:3,negative trend identify proc use adherence review cr trend within department negative trend identify procedural use adherence within design engineering issue identify administrative nature design engineering perform depth snapshot self assessment correct negative trend recommend assigning design engineering discuss design manager supervisors initiate cr
384872,NCAQ,4,NCAQ:4,hp eq chemistry sample cart fan belt crack operator round observe fan belt hp eq find crack chemistry sample cart not service time write cr notify crs
388710,NCAQ,4,NCAQ:4,small washout area near trash fence small washout area near trash fence see originator specific location request facliiite support repair coordinate facility repair need security trash fence
393427,NCAQ,3,NCAQ:3,drop electronic dosimeter drywell worker drop electronic dosimeter drywell come rest pipe result invalid dose alarm histogram read obtain dosimeter history worker restrict access rca pende investigation worker drd fall onto rwcu pipe line inside drywell elevation rwp alara task worker immediate notify nearby hp technician drd retrieve worker hpt exit area note drd history show worker dose rate field approximately mrem hr drop drd come rest dose rate field mrem hr contact mrem hr cm form complete send record no action require
388107,NCAQ,4,NCAQ:4,receive auh wtr chem troubleau receive auh wtr chem troubleau pa drop due supply facility trouble no alarm exist computer chemistry lab explain supply facility trouble alarm clear stay clear informed crs
396368,NCAQ,3,NCAQ:3,qa eye examination expire vendor nde inspector qa annual eye examination vendor nde technician expire april expire examination not identify initial review nde personnel certification prior r examiner not perform sign inspection r factual basis sps utility oversight examination vendors rev require nde level iii verify examiner current eye examination require applicable code procedure insight upon identification quality current eye examination vendor level iii personnel provide date expiration examination review approve cgs nde level iii anii no inspection perform inspector question no inspection impact oversight issue condsidere deficiency identify performance special processes audit au sp quality recommend assign ar rxmaint discuss correspond department
401195,NCAQ,3,NCAQ:3,gsa b wot not perform schedule wot hc fp v p graded schedule code b task co render sprinkler p non functional require continuous fire tour within hour specify lcs fpsi least people person obtain extinguisher tool crib continuous fire tour individual need brief place prior hang clearance order crew supervisor preview activity ask would fire tour individual site support task sm call component group manager question inform no individual schedule site supoprt continuous fire tour requirement confirmed not individual perform require require fire tour support schedule co hang informed wwm per mrt feedback receive change non caq mechshop clarify scheduling issue
387566,CAQ,D,CAQ:D,rod accumulator trouble alarm crd hcu rod accumulator trouble alarm crd hcu due low nitrogen pressure cr write trending recharge accumulator per sop crd hcu
401719,NCAQ,4,NCAQ:4,sw lsa cause level alarm normal pond level sw lsa cause level alarm normal pond level spray pond level foot indicate sw lia informed crs sm write cr wr
389115,CAQ,B,CAQ:B,unexpected alarm isp ms x performance isp ms x step dmm installation ms lsd ms lisd gross fail trip unexpectedly hp sdv group isolation trip unit trouble along hp msiv half trip system b trip time along associated msiv system b inboard outboard bus b lamp extinguish operation supervision contact permission give reset gross fail ms lisd ms lsd operation reset ns logic annunciator clear reset accordingly procedure n aed sm supervisor concurrence use back restore system contacted supervision operation use restoration step isp ms x write cr rx e ir hp due correlation unexpected rc half trip event describe cr cr evaluation cr bound eqit perform cr cr resolve cr pod document attach edms no additional aciton require
402563,NCAQ,4,NCAQ:4,pipe floor rw chiller safety issue piping floor rw chiller safety issue pipe run near floor relatively dark area could tripping hazard see attach picture contacted supervision initiate cr initiate wr
391143,NCAQ,3,NCAQ:3,misalignment tpd qual manual tpd refuel floor training program descrption not revise since november qual manual revise remove qual group rfab rfac tpd not update accordingly notified operations training manager aom training
394601,NCAQ,3,NCAQ:3,r tsp slc isi r mcp slc b not coordinate tsp slc isi r slc system pump discharge piping leakage test require slc piping pressurize slc va hpcs v accomplish work package require test coordinate performance msp slc b work package pressurize piping leak inspection newly instal squib valve unfortunately work package wp didnaot contain instruction coordinate wp work complete piping depressurize tsp slc r could perform search tsp slc isi r surveillance history show mistake make last outage well wp require addition task package establish require test condition task add wp well future instruction add msp slc b work package ensure notification make engineering perform tsp slc isi r slc piping pressurize attachment msp addition work package shouldnaot close tsp inspection complete
393189,NCAQ,4,NCAQ:4,tsw va not isolate flow tsw va not isolate flow shut tsw va shut flow noise hear flow noise reduce tsw tcv outlet isolation move shut direction notified supervisor tg w
400799,NCAQ,4,NCAQ:4,rea dpsb leak internally rea dpsb find leak internally could not test satisfactorily per wo contacted supervisor shift manager
383751,CAQ,D,CAQ:D,essential fire door r latch stay retract plant tour identify latch door r door stay fully retract fully twist open deviate fsar commitment nfpa door latch need lubrication fin team work type problem catch ppm weekly fire door inspection write bip place fire tour rb sw
397552,CAQ,C,CAQ:C,pwc outlet turbidity meter not record chart recorder potable water outlet turbidimeter pwc tbit not record pwc xr regulatory requirement doh record outlet turbidity every hour flocculator make water turbidimeter work correctly local reading correct however value not transmit data recorder ic fix issue recur issue several month happen time power lose flocculator need prevent happen regulatory requirement notified erp request notification make wadoh miss datum also report monthly potable water report wadoh please assign action operation add record outlet turbidity read pwc xr shiftly round addition local reading turbidimeter pwc tbit rep rege assignment cancel compliance supervisor concurrence
389840,CAQ,D,CAQ:D,recommend evaluate e tr b oil addition light recent startup transformer oil level issue recommend evaluate add oil backup transformer upcoming outage wo per ops round oil level steady scale may opportunity add not r
400787,NCAQ,3,NCAQ:3,standard find tolerance calcode interface model ack k load cell k find tolerance although tolerance audrift toleranceau not tolerance per vendor certificate please assign calserv investigation summary upload inot edms panel tolerance standard not impact cgs asset six cgs asset cyelce back calibration lab find tolerance
402025,NCAQ,3,NCAQ:3,work delay due verbal commitment rp not meet ssac meeting hold dose estimate wo aoec modify zone fire detectionao challenge meeting note box septa store floor rw ao near scaffold location box septa locate inside high rad area source box septa rp personnel commit high dose box septa relocate scaffold crew would not subject elevated dose rate effort make get box relocate not accomplish schedule scaffold install hp laborer resource require no document action come ssac meeting no work request work order task create facilitate get high dose box relocate document cr informed rp supervision currently work resolve issue close trend
385419,NCAQ,4,NCAQ:4,ms tea read erratic computer point msr lpa xover notice trend approximatley f last day evaluation parameter appear erratic instrument evaluate compare element not line come msr change pressure indication three line point steady crs inform ms tea
400213,CAQ,C,CAQ:C,slc rva fail find set point testing perform find testing subject valve fail set point test lift low psi psi fail seat leakage test ml min seat leakage allowable leakage ml min fail valve remove system replace pre test rotating spare contacted ist coordinator r r
393145,NCAQ,4,NCAQ:4,rfw pa pulse input card fault rfw pa single cpu rfw pa indicate pulse input card fault indicate single cpu main control room alarm currently pi tr pi error pi tr duelmode rfw pa appear still respond expect notified crs sm occ open cr allow rx startup tracking modification
396792,NCAQ,4,NCAQ:4,budget prioritization issue see edms cr inprog approve cr move sro ops review
389387,NCAQ,3,NCAQ:3,procedure change require dg gov sight glass dg maint activity identify change tall oil sight glass gov respective procedure need clairification enhancement respect oil level setting system engineer need provide prodedure mark change level currently set acceptable dg pmt run procedure revise direct standby oil level inch inch line sight glass
397958,NCAQ,3,NCAQ:3,supply need complete wo work complete wo state replace old rubber shoe cover new rubber shoe cover however no replacement rubber shoe cover complete wo plant laborer look bldg unitech trailer supply locate none could locate complete wo pair rubber shoe cover size extra large need order place osc cabinet supervision inform delta place order unitech complete delta supply receive restock no action require per hp supervision
390014,CAQ,C,CAQ:C,qa ero checklist not review direct ppm qa emergency response organization ero positional checklists not review approve use swp pro preparation review approval distribution procedure process direct ppm emergency program maintenance instead checklist revise use gbp pro preparation review approval corporate procedures department instructions manuals process not require level review no example identify issue actual consequence implementation note change positional checklist receive cfr q screening ppm auemergency program maintenanceau step state auemergency preparedness ero positional checklist form revise manner similar plant procedure manual volume procedure either major revision editorial change editorial change show passport minor revision au ppm step state auuse process ensure major revision ero positional checklists receive review evaluation emergency plan implement procedures au factual basis review various ero positional checklists discussion emergency preparedness personnel reveal intentionally review use gbp pro process swp pro currently not acknowledge ero checklists require ero checklist revision similar plant procedure manual volume procedure state within ppm although checklist revise gbp pro receive q screening no specific review qualified procedure reviewer qpr contrary swp pro insight change manner ero positional checklists review swp pro gbp pro intentional decision however ppm not update reflect recommend assignment ep caq oqapd procedures notified ep manager
399034,NCAQ,3,NCAQ:3,work order review not complete per mi b past day several pm work order complete day finish negative impact pm program late closure cause due date pm change due date late date cause administrative burden pm program due date need correct part problem way data glance pull credit date use date work order go complete rather date task finish ultimately work order close timely manner would not issue discuss supervisor write cr recommend wos complete beyond day requirement credit date manually add panel asset suite avoid issue asset suite work design removal complete wo package asset suite user no longer ability complete package asset suite also give user ability change pm credit date not way dataglance change pm credit date aucredit critical taskau implement asset suite upgrade critical task set finished finished date use pm credit date
400338,CAQ,D,CAQ:D,standard find tolerance calcode mks model atra head torr find tolerance adjust manufacturer specification cr inprog approve cr move sro ops review
401005,CAQ,D,CAQ:D,hpcs rlyv b right flag drop hpcs rlyv b right flag drop contacted mcr reset flag recommend trend pic attach cr
385352,NCAQ,3,NCAQ:3,stair plant consider ladder additional stair actually classify ladder identify rw gsb service building recently type stair mark placard face step ascend descend various diesel rooms upper hvac area additoinal stair ladder rw gsb treat mark proper use generated cr make assignment mech shop track generation sign recently informed laborer lead well info gsb disusse mechanic shop info
397777,NCAQ,4,NCAQ:4,dbai scaffold tag retagging may lose engineering approv field walkdown associate progress dbai three ppm scaffold tags diesel generator building identify anomalous engineering approval document field appear anomaly note result past tag effort anomaly note correct field scaffold tag not document engineering approval dg maintenance platform access ladder e like document edg maintenance platform access ladder scaffold tag indicate engineer approval dg maintenance platform access ladder not indicate engineers name scaffold tag not indicate engineer approval safway scaffold stair dg exhaust silencer room scaffold tag scaffold stair engineer approve via wot ar self ar eval title change request engineering identify dbai
387292,CAQ,C,CAQ:C,include effect prm alarm setpoint aer cr not affect plant operability write track action chemistry effluent specialist deliverable impact prm alert alarm set point due event document cr include annual effluent report aer applicable time frame effect cr assign chemistry effluents specialist due date may st align submission annual effluence report
388611,NCAQ,4,NCAQ:4,no water drain crd fub maintenance drain crd fub per sop crd filters note crd vb open no water observe drain equipment operator expect water drain may indication clogged drain line informed crs
386572,NCAQ,3,NCAQ:3,trb kv ocb deluge pm not schedule online outage pm backup transformer associate oil circuit breaker look team evaluate performance online refueling outage pm perform deluge testing not include list pm group evaluate possibly miss due pm associate work item not epn cr pm work order ppm tr b deluge system code rp due date late date reference pmrq tr b sys deluge trip test recommend evaluate work order ppm tr b deluge system may work online upcoming trb outage march st r another online window prior encroach late date recommend evaluation lead assign work control input operation fire protection outage management transformer yard coordinator maintenance cr initiatoraos initial input deluge pm would adversely impact march st trb outage base upon schedule scope conflict evaluate r following online trb outage notify supervision outage management fire protection deluge system backup transformer kv oil circuit breaker
396387,NCAQ,4,NCAQ:4,hwc xi break year hwc xi trend display p panel break since see ar unit please either repair replace unit remove reading ops log note display referenced sop hwc start notified smgt write cr tb w
399445,NCAQ,3,NCAQ:3,update sd ac system powerpoint buchholz relay recent trip lockout e tr buchholz relay tr alarm change make permanent since ec sd ac distribution powerpoint reflect temporary change still murkiness wording aotrip function ao permanent sd powerpoint need clearly say function buchholz switch position reference main transformer also startup transformer prevent confusion another note page sd ao sm undervoltageao second time delay wording omit currently read everything second td happen immediately not true man sys sd list adl active status ec dec sd powerpoint
391427,NCAQ,3,NCAQ:3,alignment issue swp pro mi swp pro specify documentation conditional step not applicable current condition step require mark n prior move onto next step not require n initial user mi require conditional step mark n also initial user prior work package closure not seem alignment require field implementer require verify work package closure discuss peer clarification prior generate cr
384777,CAQ,D,CAQ:D,fp v leaks perform fp v operate hard leak gallon every minute non essential fire protection fp v normally lock open throttle shut testing ppm seat leakage would impact system valve use leak isolation otherwise impact testing valve normally open valve isolate deluge system feed pump oil piping
400345,CAQ,D,CAQ:D,fp eng discharge pressure outside range fp eng run discharge pressure give range wo ppm
389805,CAQ,C,CAQ:C,dbai sa mcc overload summary miss decimal part dba self assessment design review several drawing issue identify e e incorrectly show load hp fuse rating several load include pump dlo pa incorrectly list hp instead hp see ewde pump dlo pa incorrectly list hp instead hp see ewde valve rhr v incorrectly list fuse instead see ewde pump dlo pb incorrectly list hp instead hp see ewde pump dlo pb incorrectly list hp instead hp see ewde pump dlo pb incorrectly list hp instead hp see ewde pump dlo pb incorrectly list hp instead hp see ewde typographical error appear originate revision e revision e drawing convert new format original drawing fidelity include decimal point lose no operability concern recommend assigning ar desdfte severity level c
400487,NCAQ,3,NCAQ:3,cvi drawing rev incorrect epn list cvi drawing rev incorrectly list epn bd v place epn bd v recognize epn correct epn label field attach valve bd v list flow draw locate asset suite panel bd v not list anywhere iso draw draw need epn bd v change bd v
397852,NCAQ,4,NCAQ:4,rx build stack general trouble mcr receive rx building stack general trouble alarm clear less minute later event logs detail screen say aungd ac not valid valueau cause
394490,NCAQ,4,NCAQ:4,trouble alarm e tr always kv performance wo discover test alarm e tr locally actuate c drop alarm would not work without jumpere alarm contact e rly trs trouble alarm not receive e tr order check alarm kv service contact relay jumpere control room test alarm accessory check alarm e tr function correctly provide input alarm relay e tr note condition also impact e tr b accessory check pmid testing wo impact condition not identify degrade condition initiate ar sms update mwo change mclaen
395039,NCAQ,4,NCAQ:4,rhr vb inadvertent bump hp technician inadvertently bump rhr vb transit area valve close prior bump subsequently check close operation verified valve position valve verify operation not mispositione bump not movement valve
385532,NCAQ,4,NCAQ:4,wano evaluation ai battery charger room floor dusty wano walkdown following issue identify battery charger room floor cover clump dust recommend assignment radiation protection area owner rmc laborers go battery charger room electrician escort use micro fiber clean clump dust floor no action require rw
401121,NCAQ,3,NCAQ:3,man deschutes building man deschutes building ambulance take injure person kadlec hospital medical supply report restock paperwork complete accordance ispm swp procedure learning present via daily aceman information services standdown staff cover topic no action take oi notification complete
400075,NCAQ,4,NCAQ:4,potable water break pwc v pwc v water break discover morning require isolation b b b potable water leak isolate pwc v pwc v isolated leak imforme building occupant post signage require contacted manager contract needed support
395897,NCAQ,3,NCAQ:3,sop mt start ramp rate minimum not meet performance sop mt start minimum ramp rate rpm per minute step g not comply ramp rate edna report operator rpm per minute operator supervisor bench issue investigate individual interview issue understand coaching provide ops request change procedure
402340,NCAQ,3,NCAQ:3,eval justification crit r designation dsa va ultimately determine root cause evaluation rce perform dsa va not fail perform mrule define function andor safety function cr generate evaluate whether dsa va require justification classify ssc crit r component dsa va not fail r mrule function improper system alignment along dsa va degrade contribute cause cr discuss mrule coordinator supervisor
393796,NCAQ,3,NCAQ:3,r lessons learned r hcu pm clearance majority initial crd hcu xxxx clearance r pm wos per well wo accumulator replacement crd v xxxx drain valve associated water accumulator danger tag open valve remove part water accumulator part maintenance activity reference previous clearance use r last campaign perform year ago specifically crd hcu wo year ago danger folder compare wo crd hcu r require revision make crd v no tag generate cr future outage clearance preparation currently pm wo stand alone pm wo require clearance revision well associate clearance associate solenoid pilot testing type pm work order actually perform accumulator replacement part wo oppose removal require clearance modify well
391926,NCAQ,3,NCAQ:3,r preoutage scrub preoutage ground device work scop need scrub breaker setup ground device setup preoutage task prior preoutage scope freeze r preoutage ground device set activiitie code preoutage set device early small number ground device need move one cubicle another electrical bus window sequence need establish preoutage milestone scope freeze validate correct work item code ucr g lesson learn outage management establish action preoutage preparation ref wo task complete not need r new task generate none applicable sub assignment add r pre outage milestone po pre outage work activities integrate work management process accomplish scrub prior pre outage scope freeze reference ar
400011,NCAQ,4,NCAQ:4,mte reject calcode astro med data acquistion recorder model dash xe find oot rejected not able adjust repair part no longer available def write no plant impact no action require none trending purpose not use calibration cycle
395704,NCAQ,3,NCAQ:3,need instruction test p bop automatic transfer switch part ec automatic transfer switch instal ac normal power p bop currently p bop run maintain main turbine turning gear plant startup next opportunity test ats p bop secure sop mt start step ats test p bop proceed turbine overspeed test sop mt start step diesel generator instal ats emergency supply per ec prior roll main turbine diesel generator run phase rotation verify look indicator light ats p top secure ats test open disconnect ac ats recognize loss normal power transfer emergency source test p bop not start not need verify ats functionality shaft drive main oil pump supply bearing pressure p bop autostart permissive not satisfied cr write drive develop ats test instruction
390881,NCAQ,4,NCAQ:4,sec xr require maintenance sec xr not function design require maintenance contact detail security supervision notify initiated cr wr x ray take service
390364,NCAQ,4,NCAQ:4,kv kv sh f transformer fault kv kv sh f transformer fault due damage ground bushing clear two fuse primary side transformer facility personnel work bpa cross connect site power no know epn sh f kv kv transformer
401183,NCAQ,4,NCAQ:4,cas cb no oil flow visible cas fgb b cas cb no oil flow visible cas fgb b normally small amount oil flow one specific note log inner seperator cas fgb flow sluggish full load initiate wr clean return line strainer note outer flow glass cas fgb adress excessive flow sump pressure line pressure pound panel wr cr compressor securd
388975,NCAQ,4,NCAQ:4,pwr cra not operate pwr cra blow fuse replace yesterday work correctly fuse replacement today prior pick liner become non functional need troubleshoot correct issue asap minimize impact radwaste shipping wrote cr informed supervision wwm
393289,NCAQ,4,NCAQ:4,blp pressure gauge unreadable due fp leak pi display bearing lift pump blp pressure lpc ms dtc east end use validate adequate pressure turn gear prevent main turbine bearing damage gauge could not read due scum debris cause fire protection piping leak see cr ar completely obscure gauge pressure indication need lube oil clearance remove blp start pressure indicator expect functional need clean difficulty gauge locate inch floor grate require hp support access informed turbine shack walk laborerstg lpc skirt east gov end
397423,NCAQ,3,NCAQ:3,osp sw ist q procedure enhancement yr cpt perform quarterly direct engineer utilize heise gage use cpt support normal quarterly ist test ensure accurate reading pump discharge pressure discussion ist engineer desire continue change surveillance would prudent utilize heise gage quarterly discuss action ist engineer draft revision procedure
388720,NCAQ,4,NCAQ:4,multiple individual incorrectly remove training approximately manager supervisor incorrectly remove ot management continue training class id id individual perform work task remove set group class enrol make sure room location show outlook calendar instead remove everyone enrol set group alert event call individual task perform work verify enlist aid plateau administrator one helpful admin compile list incorrectly remove email admin staff let know progress ask help enrol not already enrol admin staff send email effect explain situation
395991,CAQ,D,CAQ:D,door c not close ppm step ppm door c entrance sm switchgear room not close may due room hvac door close plant condition not close wr without adjust door informed supervisionrw vital island non essential fire door bip post
389650,NCAQ,4,NCAQ:4,leak identify overhead south wall rhra hx room perform vt inspection rhr system leak identify come overhead south wall rhr hxa room leak not appear come service water rhr valve piping hp assist vt inspection attempt identify valve leak come view obstruct unable better identify epn leak originate leak rate approximately drop min approx location r k south wall hx room notified hp shift manager discuss supervisor source could not locate not rhr sw not contaimination source unknow time rhr sw remain operable r k
400419,CAQ,D,CAQ:D,isp crd q k led not illuminate crd lsb perform isp crd q step trip status lead k crd lsb fail illuminate rps text box cpu point annunciator work expect notified crs shift manager write cr mcr room
384333,NCAQ,4,NCAQ:4,edr tka release cst high toc edr tka authorize release cst high toc limit toc ppb toc result ppb ppb resample analysis within specification tank release due shortage storage space radwaste authorize release cst rwcr operator
393691,NCAQ,4,NCAQ:4,tsw leak aux boiler room pipefitter identify small pinhole leak tsw piping ne corner aux boiler room investigation determine leak supply piping sch cr service bldg chiller leak currently drip rate drop every sec tb aux boiler room ne corner
386994,NCAQ,3,NCAQ:3,qa csdg contain incorrect document information qa csdg aucyber security design guideau contain incorrect document information include three outdated document two document not exist four incorrect procedure title one incorrect title form contain nine document reference section not cite guide reference section miss eight procedure one form cite cite potential consequence csdg rev issue not follow write could cause confusion loss productivity user factual basis see full cr detail error edms contact assistant manager responsible cyber security deficiency identify cyber security audit au csq recommend route ar itcyber
392330,NCAQ,3,NCAQ:3,inefficiency people switch complanie personnel switch company remain employ site example temporary en bhi planetforward bhi require inprocess understand regulation require process station assess whether good efficient manner current practice employee badge one day new phq next day order regain access implact employee employee department processing security recommend benchmarking station comply regualtion write cr individuals grant ua uaa log vendor supply software security screening information system ssis badge produce company hard code badge id push personnel access data system pads automatically proper way change information pads without perform manual update make permanent change badge id record requirement correct company associate badge nrc requirement issue individual change company new badge example provide case involve supervisor full knowledge ahead time employee change company fail read procedure conduct prior plan employee could badge take minute access authorization proper planning reference procedure follow suggest supervisor make phone call expand team get help simple process align access authorization nrc rule not follow supervisor raise issue instruct call manager access authorization also choose not call expand team no need benchmark process plant use ssi follow process ensure alignment rule benchmarking already complete
392094,CAQ,C,CAQ:C,spare msrv spring tolerance five spare msrv rebuild nws use r find spring free height tolerance total height spring manufacturer tolerance spring need replace accept engineering evaluation effect blowdown n valve previously pass relief setpoint test prior remove store spare spring datasheet attach edms valve ns n n n n n
395251,NCAQ,3,NCAQ:3,rll scope addition vacuum pull require wos not flag three scope addition wo code ra attribute vacuum pull tes asset suite not attribute flag p schedule recommend outage management change scope addition process ensure wos vacuum pull yes attribute flag p schedule
391158,CAQ,C,CAQ:C,configuration management issue dg engb wo instruction not match field size not match draw flex hose go air start motor work instruction state dsa mb connect dsa flxb field hose epn tag dsa flxb dsa mb say connect dsa flx b field hose epn tag dsa flx b upon investigation identify dsa air start motor dg engb dg eng b issue hose order task au cid hose go specify air start motor replace au cid physical configuration control issue need evaluate recommend extent condition check train eliminate risk error maintenance activity initiate condition report notify supervisor main control room well occ see edms picture component field mislabele per drawing two hose need replace change follow dsa flxb odx lg flex conn supply dsa mb specify connect dsa mb instead dsa flxb odx lg flex conn supply dsa mb specify connect dsa mb instead design engineering also review extent condition additional drawing impact well
395942,NCAQ,3,NCAQ:3,rll revise step ppm clarity step ppm reactor plant startup direct operation verify drain feedwater heater vent drain valve tightly close step meet perform system valve lineup restoration maintenance step revise clarity suggest wording follow verify feedwater heater maintenance drain perform valve lineup ensure vent drain valve tightly closed additionally step move earlier ppm allow necessary valve lineup perform alara initiated cr disposition ops procedure
401161,NCAQ,4,NCAQ:4,sma v sma ah heating supply not open sma v not open per sop coldweather ops valve auto open outside ambient temp less f current outside ambient f sma v not open even cycle back auto please investigate repair drawing particularly lack valve controller suspect part obhv plc upgrade inform mcrgsb
401169,NCAQ,4,NCAQ:4,tr desiccant status amber amber light illuminate e tr informed mcr
396697,NCAQ,3,NCAQ:3,r tsp crd c change tsp crd c change section reset ast database stop well short description need analyze datum reset cycle new refueling outage detail match request software step warrant lesson learn database need delete one not use aureset refuel outage dateau function not reset database new fuel cycle allow mode scram time lpsp rwm bypass current procedure require remain lpsp initiated cr
384630,NCAQ,3,NCAQ:3,eng des update remove remain reference des despite previous minor revision major rev minor rev intend delete reference des eng des attachment pg pg eng des major rev minor rev continue reference des cgs interface instruction associate ppm temporary modifications des status history asset suite portal j no longer use update eng des process remove remain reference des instruction
387681,NCAQ,3,NCAQ:3,training records submit without flag sheet large stack training record submit record control without follow proper submittal process not flag appropriately not submit follow confidential process please refer swp rec section gbp rec section submittal process type record notify supervisor notify appropriate personnel operations department corrections submittal
389727,NCAQ,4,NCAQ:4,zinc skid p gage not read correctly p gage zinc skid not read correctly reading steady psi extended period time adjustment zinc skid flow not result change p reading recent adjustment zinc flow gpm resute psi p per design calc zinc tk cvi repair replace zinc dpi informed chemistry supervision attach wr ar cr
387664,NCAQ,3,NCAQ:3,incorrect sqa version number catalog catalog show version read fw soft cots mfard alerted records information management managermonaco fire reporting
395287,NCAQ,4,NCAQ:4,unable vent tsw auto vent tsw v rra fc whilst lift rra fn tsw eo unable vent auto vent iaw lift instruction suspect tsw piping may clog eo place nitril glove vent port auto vent see air set free system no inlaflation glove investigate correct may leave air cc unless tsw flow sweep close tsw v write ar informed supervision
